series_id,station_id,station,river,var_id,network,lat,lon,cat_start,cat_end
6222,1918,POTRERO-RUTA PROVINCIAL Nº 001,Potrero,4,alturas_bdhi,-31.5123333333333,-60.4624166666667,,
38398,2112,Gualeguaychú - RN Nº 14,,101,sat2,-32.7680555555556,-58.4983333333333,2024-10-07T16:00:00,2025-05-30T00:00:00
38369,2113,Aº Colastiné - Autopista - A01,,101,sat2,-32.0177777777778,-60.9902777777778,2024-09-16T20:00:00,2026-08-30T16:00:00
38370,2121,Aº El Monje - Autopista A01,,101,sat2,-32.3922222222222,-60.9408333333333,2024-09-16T20:00:00,2026-08-30T16:00:00
38364,2127,Salado - Santa Isabel,,101,sat2,-36.2911111111111,-66.8291666666667,2024-09-16T20:00:00,2026-02-27T08:00:00
38328,2129,Arrecifes - Arrecifes,,101,sat2,-34.0866666666667,-60.0072222222222,2024-09-16T20:00:00,2026-08-30T16:00:00
38388,2130,Atuel - El Sosneado,,101,sat2,-35.0833333333333,-69.6041666666667,2024-09-16T20:00:00,2026-08-30T16:00:00
38404,2133,Paraguay - Pto. Pilcomayo,,101,sat2,-25.3719444444444,-57.6502777777778,2024-09-16T20:00:00,2026-08-30T12:00:00
38397,2135,De los Patos - La Plateada,,101,sat2,-31.8552777777778,-69.6605555555556,2024-09-16T20:00:00,2026-08-30T12:00:00
38332,2139,Coronda - Coronda,,101,sat2,-31.9741666666667,-60.9138888888889,2024-09-16T20:00:00,2026-08-30T16:00:00
38355,2142,HUA HUM - San Martin,,101,sat2,-40.1197222222222,-71.6619444444444,2024-09-17T00:00:00,2026-08-10T00:00:00
38407,2144,Quemquemtreu - Escuela,,101,sat2,-41.8986111111111,-71.5025,2025-02-11T20:00:00,2026-08-30T12:00:00
38378,2148,Gallegos - Toma SP,,101,sat2,-51.6883333333333,-69.6555555555556,2024-09-17T20:00:00,2025-03-28T16:00:00
38323,2149,Iguazú - Perfil Tipo,,101,sat2,-25.6766666666667,-54.4213888888889,2024-09-16T20:00:00,2026-08-30T12:00:00
38383,2150,Miriñay - Paso Ledesma,,101,sat2,-29.8458333333333,-57.675,2024-09-16T20:00:00,2026-08-30T16:00:00
38385,2151,Quequen Grande - Necochea,,101,sat2,-38.4625,-58.7588888888889,2024-09-16T20:00:00,2026-08-30T16:00:00
38343,2154,Bermejo - Pozo Sarmiento,,101,sat2,-23.1405555555556,-64.1969444444445,2024-09-16T20:00:00,2025-06-19T08:00:00
38381,2156,Laguna Iberá - Carlos Pellegri,,101,sat2,-28.5380555555556,-57.1869444444444,2024-09-16T20:00:00,2026-08-30T16:00:00
38375,2160,Colorado - Pichi Mahuida,,101,sat2,-38.8216666666667,-64.9813888888889,2024-09-16T20:00:00,2026-08-30T16:00:00
38341,2165,Charles Fhur,,101,sat2,-50.2522222222222,-71.9077777777778,2024-09-16T20:00:00,2026-08-30T12:00:00
38473,2172,Desaguadero - Arco de Desaguad,,101,sat2,-33.4041666666667,-67.1516666666667,2026-08-12T16:00:00,2026-08-12T16:00:00
38372,2175,Canal Macapillo,,101,sat2,-25.4136111111111,-63.9761111111111,2024-09-16T20:00:00,2026-08-30T12:00:00
38303,2177,Canal Liag - Quebrachal,,101,sat2,-25.3452777777778,-64.045,2024-09-16T20:00:00,2026-08-30T16:00:00
38345,2179,Carrenleufú - Poncho Moro,,101,sat2,-43.6716666666667,-71.4016666666667,2024-09-16T20:00:00,2026-08-30T16:00:00
38394,2181,Chubut - Ameghino,,101,sat2,-43.6983333333333,-66.475,2024-09-16T20:00:00,2026-08-30T12:00:00
38361,2183,Mendoza - Guido,,101,sat2,-32.9152777777778,-69.2377777777778,2024-09-16T20:00:00,2026-08-30T16:00:00
38310,2188,Bermejo - El Colorado,,101,sat2,-26.3341666666667,-59.3625,2024-09-16T20:00:00,2026-08-30T12:00:00
38391,2193,Bermejo - Puerto Lavalle,,101,sat2,-25.6511111111111,-60.1280555555556,2024-09-17T08:00:00,2026-08-30T12:00:00
38319,2196,Abaucán - Tinogasta,,101,sat2,-27.9930555555556,-67.6269444444444,2024-09-16T20:00:00,2026-08-30T16:00:00
35427,2199,Corrientes - Los Laureles,,4,sat2,-29.7572222222222,-59.2172222222222,,
38312,2202,Cuarto - RN Nº 8,,101,sat2,-33.1605555555556,-64.26,2024-09-16T20:00:00,2026-08-30T16:00:00
38314,2203,Gualeguay - Rosario del Tala,,101,sat2,-32.3086111111111,-59.0769444444445,2024-09-16T20:00:00,2026-08-30T16:00:00
38326,2208,PN - Los Glaciares,,101,sat2,-50.4261111111111,-72.7477777777778,2024-09-16T20:00:00,2026-08-30T16:00:00
38384,2210,Neuquen - Paso de Indios,,101,sat2,-38.5302777777778,-69.4022222222222,2024-09-16T20:00:00,2026-08-30T12:00:00
34889,2215,Río Areco - San Antonio de Are,,39,sat2,-34.2405555555556,-59.4994444444444,,
38387,2215,Río Areco - San Antonio de Are,,101,sat2,-34.2405555555556,-59.4994444444444,2024-09-24T12:00:00,2026-08-30T16:00:00
38373,2220,Atuel - Carmensa,,101,sat2,-35.1844444444444,-67.7269444444444,2024-09-16T20:00:00,2026-08-30T16:00:00
38350,2223,Salado - Suncho Corral,,101,sat2,-27.9402777777778,-63.4397222222222,2024-09-16T20:00:00,2026-07-15T08:00:00
38337,2227,Salado - RN Nº02,,101,sat2,-35.9622222222222,-57.8519444444444,2024-09-16T20:00:00,2026-08-30T16:00:00
38396,2228,De las Vueltas,,101,sat2,-49.3433333333333,-72.8608333333333,2024-09-16T20:00:00,2026-08-30T12:00:00
38413,2355,Senguerr - Nacimiento,,101,sat2,-44.9583333333333,-71.3419444444444,2024-09-16T20:00:00,2026-08-30T16:00:00
38415,2593,Arenales - La Maroma,,101,sat2,-25.1538888888889,-65.42,2024-09-16T20:00:00,2026-08-30T16:00:00
38301,2606,Gualjaina - Gualjaina,,101,sat2,-42.6513888888889,-70.4355555555556,2024-09-16T20:00:00,2026-08-30T16:00:00
38298,2607,Atuel - Loma Negra,,101,sat2,-35.2641666666667,-69.2497222222222,2024-09-16T20:00:00,2026-08-30T16:00:00
38300,2608,Diamante - La Jaula,,101,sat2,-34.6686111111111,-69.3163888888889,2024-09-16T20:00:00,2026-08-30T16:00:00
38418,2672,Juramento - Finca Agropecuari,,101,sat2,-25.1613888888889,-64.1061111111111,2024-09-16T20:00:00,2026-08-30T16:00:00
38428,2732,Atuel - La Angostura,,101,sat2,-35.0986111111111,-68.8747222222222,2024-09-16T20:00:00,2026-08-30T12:00:00
26565,2776,PN Trinidad - Condorito ,,39,sat2,-31.6911111111111,-64.8527777777778,,
38456,2809,Quinto - RP Nº26,,101,sat2,-34.7627777777778,-63.645,2024-09-16T20:00:00,2026-08-30T16:00:00
38453,2813,Miriñay - Paso Mesa,,101,sat2,-28.9166666666667,-57.2363888888889,2024-09-16T20:00:00,2026-08-30T12:00:00
38431,2826,Pilcomayo - Puesto Jerez,,101,sat2,-22.7280555555556,-62.2133333333333,2024-09-16T20:00:00,2026-08-30T16:00:00
38441,2830,Paraná Guazú - Brazo Largo,Paraná Guazú,101,sat2,-33.8830555555556,-58.9,2024-09-16T20:00:00,2026-08-30T16:00:00
38438,2831,Senguerr - Facundo,,101,sat2,-45.3191666666667,-69.9477777777778,2024-09-16T20:00:00,2026-07-19T08:00:00
38433,2836,Aº Barrancas - Paso La Llana,,101,sat2,-30.2172222222222,-59.3244444444444,2024-09-16T20:00:00,2026-08-30T16:00:00
38439,2837,Nogoya - RN Nº12,,101,sat2,-32.3947222222222,-59.7638888888889,2024-09-16T20:00:00,2026-08-30T16:00:00
38426,2838,Aº Saladillo - RN Nº205,,101,sat2,-35.4594444444445,-59.5747222222222,2024-09-16T20:00:00,2026-08-30T16:00:00
38448,2843,Mitre - Ruta Prov. Nº11,,101,sat2,-50.3997222222222,-72.7338888888889,2024-09-16T20:00:00,2026-07-11T16:00:00
38450,2845,Lago San Martín - Brazo Chacab,,101,sat2,-49.1238888888889,-72.4855555555555,2024-09-20T16:00:00,2026-08-27T08:00:00
37849,2846,Pilcomayo - Misión La Paz,,39,sat2,-22.3775,-62.5236111111111,2024-09-14T00:00:00,2026-08-29T00:00:00
38458,2854,Aº Riachuelo - RP Nº5,,101,sat2,-27.5105555555556,-58.5697222222222,2024-09-16T20:00:00,2026-08-30T16:00:00
38459,2855,Salado - RP Nº 41,,101,sat2,-35.7263888888889,-58.5363888888889,2024-09-16T20:00:00,2026-08-30T16:00:00
9616,2868,Campichuelo,URUGUAY,2,alturas_varios,-32.70101,-58.1834,,
38461,5893,Paraná - Rosario,Paraná,101,sat2,-32.9513888888889,-60.6255555555556,2024-09-16T20:00:00,2026-08-30T16:00:00
38464,5894,Riacho Victoria - Victoria,Riacho Victoria,101,sat2,-32.6316666666667,-60.1652777777778,2024-09-16T20:00:00,2026-08-30T16:00:00
29545,5901,Paraná - Túnel subfluvial,Paraná,4,sat2,-31.72,-60.5175,,
38466,5901,Paraná - Túnel subfluvial,Paraná,101,sat2,-31.72,-60.5175,2024-09-16T20:00:00,2026-08-30T16:00:00
38721,5904,PN Ciervo de los Pantanos,null,101,sat2,-34.2255555555556,-58.8988888888889,2024-09-16T20:00:00,2024-09-20T08:00:00
38463,5907,Paraná Las Palmas - Zárate,Paraná de las Palmas,101,sat2,-34.1019444444444,-59.0088888888889,2024-09-16T20:00:00,2026-08-30T16:00:00
37883,6263,Primero (Suquía) Camino Secund,,39,sat2,-30.9641666666667,-62.9961111111111,2024-09-14T00:00:00,2026-08-29T00:00:00
38514,6263,Primero (Suquía) Camino Secund,,101,sat2,-30.9641666666667,-62.9961111111111,2024-09-16T20:00:00,2026-08-30T16:00:00
38529,6301,Chubut - Valle Inferior,,101,sat2,-43.2908333333333,-65.5052777777778,2024-09-16T20:00:00,2026-08-30T16:00:00
37873,6354,Paraná - La Paz,,39,sat2,-30.7325,-59.6386111111111,2024-10-11T00:00:00,2026-08-29T00:00:00
38506,6354,Paraná - La Paz,,101,sat2,-30.7325,-59.6386111111111,2024-10-11T12:00:00,2026-08-30T16:00:00
38712,6357,Carcarañá - Cruz Alta,,101,sat2,-33.0063888888889,-61.7875,2024-09-16T20:00:00,2026-08-30T16:00:00
38187,6361,Tercero - Piedras Moras,,39,sat2,-32.1694444444444,-64.2327777777778,2024-09-14T00:00:00,2026-08-29T00:00:00
38715,6361,Tercero - Piedras Moras,,101,sat2,-32.1694444444444,-64.2327777777778,2024-09-16T20:00:00,2026-08-30T16:00:00
38188,6362,Neuquén - Neuquén,,39,sat2,-38.9497222222222,-68.0227777777778,2025-08-01T00:00:00,2026-08-29T00:00:00
38716,6362,Neuquén - Neuquén,,101,sat2,-38.9497222222222,-68.0227777777778,2025-08-01T16:00:00,2026-08-30T16:00:00
37936,6365,Mojotoro - Güemes,,39,sat2,-24.7316666666667,-65.0288888888889,2024-09-14T00:00:00,2026-08-29T00:00:00
38551,6365,Mojotoro - Güemes,,101,sat2,-24.7316666666667,-65.0288888888889,2024-09-16T20:00:00,2026-08-30T16:00:00
37840,6374,Dulce - Dique Los Quiroga,,39,sat2,-27.6511111111111,-64.3616666666667,2025-06-17T00:00:00,2026-08-07T00:00:00
38719,6376,Chubut - Gualjaina,,101,sat2,-42.6097222222222,-70.3844444444445,2024-09-17T12:00:00,2026-08-30T12:00:00
38503,6380,Aº De las Chañaritas,,101,sat2,-34.2797222222222,-59.5894444444444,2024-09-16T20:00:00,2026-08-30T16:00:00
38028,6382,Chico - Las Loicas,,39,sat2,-35.7925,-70.1419444444444,2024-09-14T00:00:00,2026-08-29T00:00:00
38616,6382,Chico - Las Loicas,,101,sat2,-35.7925,-70.1419444444444,2024-09-16T20:00:00,2026-08-30T16:00:00
37932,6384,Chubut-Alto Chubut(Nacimiento),,39,sat2,-41.8341666666667,-71.1083333333333,2025-06-19T00:00:00,2026-06-29T00:00:00
38547,6384,Chubut-Alto Chubut(Nacimiento),,101,sat2,-41.8341666666667,-71.1083333333333,2025-06-19T12:00:00,2026-06-29T16:00:00
38087,6388,Grande - La Gotera,,39,sat2,-35.8716666666667,-69.8919444444444,2024-09-14T00:00:00,2026-08-29T00:00:00
38655,6388,Grande - La Gotera,,101,sat2,-35.8716666666667,-69.8919444444444,2024-09-16T20:00:00,2026-08-30T12:00:00
37993,6389,Las Tapias - Las Tapias,,39,sat2,-32.8036111111111,-64.7763888888889,2024-12-19T00:00:00,2026-08-29T00:00:00
38594,6389,Las Tapias - Las Tapias,,101,sat2,-32.8036111111111,-64.7763888888889,2024-12-19T20:00:00,2026-08-30T16:00:00
37846,6393,Aº Las Flores - Gral. Alvear,,39,sat2,-35.9875,-60.0194444444444,2024-09-14T00:00:00,2026-08-29T00:00:00
38481,6393,Aº Las Flores - Gral. Alvear,,101,sat2,-35.9875,-60.0194444444444,2024-09-16T20:00:00,2026-08-30T16:00:00
37964,6394,Colorado - Pedro Luro,,39,sat2,-39.5247222222222,-62.6755555555556,2024-09-14T00:00:00,2026-08-29T00:00:00
37994,6395,Paraná - Vuelta de Obligado,,39,sat2,-33.5941666666667,-59.8130555555556,2024-09-14T00:00:00,2026-08-29T00:00:00
38635,6396,Cuarto - La Carlota LIM,,101,sat2,-33.4075,-63.2941666666667,2024-09-16T20:00:00,2026-08-30T16:00:00
38469,6400,Paraná - Bella Vista,,101,sat2,-28.5052777777778,-59.0497222222222,2024-09-16T20:00:00,2026-08-30T16:00:00
37838,6401,Aº Del Medio - Motomel,,39,sat2,-33.3505555555556,-60.3230555555556,2024-09-14T00:00:00,2026-08-29T00:00:00
37850,6403,Uruguay - Corralito,,39,sat2,-31.4847222222222,-58.0847222222222,2025-01-30T00:00:00,2025-04-15T00:00:00
37934,6405,Uruguay - Concep. del Uruguay,,39,sat2,-32.4775,-58.2208333333333,2024-09-14T00:00:00,2026-08-29T00:00:00
38470,6406,Grande - La Estrechura,,101,sat2,-35.3194444444444,-70.2886111111111,2024-09-16T20:00:00,2026-08-30T12:00:00
32731,6408,NIV Jáchal - Cerro Negro,,2,sat2,-29.8905555555556,-69.5580555555556,,
38057,6411,NIV Grande - Paso Pehuenche,,39,sat2,-35.98,-70.3941666666667,,
32244,6412,NIV Grande - Valle Hermoso,,2,sat2,-35.1422222222222,-70.2016666666667,,
37843,6421,Atuel - Paso de Loro,,39,sat2,-35.6361111111111,-67.4261111111111,2024-09-14T00:00:00,2026-08-29T00:00:00
38479,6421,Atuel - Paso de Loro,,101,sat2,-35.6361111111111,-67.4261111111111,2024-09-16T20:00:00,2026-08-30T16:00:00
37996,6422,Mocoretá - RN Nº 127,,39,sat2,-30.1083333333333,-58.0588888888889,2024-09-14T00:00:00,2026-08-29T00:00:00
37851,6423,Aº Del Doll - RN 11,,39,sat2,-32.3058333333333,-60.4261111111111,2024-09-14T00:00:00,2026-08-29T00:00:00
37899,6424,Cuarto - Tincunaco,,39,sat2,-32.9033333333333,-64.7161111111111,2024-12-19T00:00:00,2026-08-29T00:00:00
38525,6424,Cuarto - Tincunaco,,101,sat2,-32.9033333333333,-64.7161111111111,2024-12-19T20:00:00,2026-08-30T08:00:00
37841,6426,Sauce Grande - RN Nº3,,39,sat2,-38.7608333333333,-61.6969444444444,2024-09-14T00:00:00,2026-08-29T00:00:00
37900,6427,Aº De los Huesos - RN 226,,39,sat2,-37.0811111111111,-59.5388888888889,2024-09-14T00:00:00,2026-08-29T00:00:00
38526,6427,Aº De los Huesos - RN 226,,101,sat2,-37.0811111111111,-59.5388888888889,2024-09-16T20:00:00,2026-08-30T16:00:00
38511,6428,Salado -A.Ab. Azud Cruz Bajada,,101,sat2,-25.7166666666667,-63.8916666666667,2024-09-16T20:00:00,2026-08-30T16:00:00
37876,6429,Blanco - Calingasta - RP 142,,39,sat2,-31.3319444444444,-69.4138888888889,2024-09-14T00:00:00,2026-08-29T00:00:00
38509,6429,Blanco - Calingasta - RP 142,,101,sat2,-31.3319444444444,-69.4138888888889,2024-09-16T20:00:00,2026-08-30T12:00:00
37881,6430,Colorado - Paso Alsina,,39,sat2,-39.3669444444444,-63.2375,2024-09-14T00:00:00,2026-08-29T00:00:00
38058,6432,Negro - Laguna Blanca,,39,sat2,-27.2633333333333,-59.1961111111111,2024-09-14T00:00:00,2026-08-29T00:00:00
37858,6435,Piray Guazú - R. Nac. 12 Vieja,,39,sat2,-26.4858333333333,-54.5883333333333,2024-09-20T00:00:00,2026-08-29T00:00:00
38492,6435,Piray Guazú - R. Nac. 12 Vieja,,101,sat2,-26.4858333333333,-54.5883333333333,2024-09-20T12:00:00,2026-08-30T16:00:00
38540,6439,Piray Mini - Valle Hermoso,,101,sat2,-26.355,-54.4983333333333,2024-09-16T20:00:00,2026-08-30T16:00:00
38680,6441,Quinto - Dique Villa Mercedes,,101,sat2,-33.6538888888889,-65.5336111111111,2024-10-07T00:00:00,2026-08-30T16:00:00
37864,6444,Trapiche - Hosteria El Trapich,,39,sat2,-33.1058333333333,-66.0633333333333,2024-09-14T00:00:00,2026-08-29T00:00:00
38169,6445,Quinto - Justo Daract,,39,sat2,-33.9186111111111,-65.1516666666667,2024-09-14T00:00:00,2026-08-29T00:00:00
38706,6445,Quinto - Justo Daract,,101,sat2,-33.9186111111111,-65.1516666666667,2024-09-16T20:00:00,2026-08-30T16:00:00
37965,6446,De Las Barrancas-A.Corral RP23,,39,sat2,-32.6894444444444,-64.7202777777778,2024-09-14T00:00:00,2026-08-29T00:00:00
38573,6446,De Las Barrancas-A.Corral RP23,,101,sat2,-32.6894444444444,-64.7202777777778,2024-09-16T20:00:00,2026-08-30T16:00:00
38496,6447,Dulce - La Escuela - Río Hondo,,101,sat2,-27.5033333333333,-64.8558333333333,2024-09-16T20:00:00,2026-08-30T16:00:00
38130,6449,Paraguay - Isla del Cerrito,,39,sat2,-27.2891666666667,-58.61,2024-09-14T00:00:00,2026-08-29T00:00:00
38128,6450,Nuevo - Ruta Nac. Nº 8,,39,sat2,-33.6366666666667,-65.3636111111111,,
38508,6454,Negro-Obra de Ctrl. Agua Abajo,,101,sat2,-27.4563888888889,-58.8988888888889,2024-09-16T20:00:00,2026-08-30T16:00:00
38618,6457,Embalse Cruz Bajada,,101,sat2,-25.7158333333333,-63.8916666666667,2024-09-16T20:00:00,2026-08-30T16:00:00
37848,6459,Canal de Dios - Cruz Bajada,,39,sat2,-25.7163888888889,-63.8905555555556,2024-09-14T00:00:00,2026-08-29T00:00:00
37861,6460,Gastona - Atahona RN Nº157,,39,sat2,-27.4325,-65.2713888888889,2026-04-16T00:00:00,2026-08-29T00:00:00
38495,6460,Gastona - Atahona RN Nº157,,101,sat2,-27.4325,-65.2713888888889,2026-06-05T20:00:00,2026-08-30T16:00:00
38576,6463,Ledesma -Fraile Pintado-RN 34 ,,101,sat2,-23.9094444444444,-64.8080555555556,2024-09-16T20:00:00,2026-08-30T16:00:00
38527,6464,San Pedro - Ledesma - RN 34,,101,sat2,-24.2644444444444,-64.8986111111111,2024-09-16T20:00:00,2026-08-30T16:00:00
38497,6465,San Juan - Dique de la Rosa,,101,sat2,-31.5025,-68.6425,2024-09-16T20:00:00,2026-08-30T16:00:00
37998,6466,Vinchina - Los Palacios -RN 40,,39,sat2,-29.3488888888889,-68.2411111111111,2024-09-14T00:00:00,2026-08-29T00:00:00
38598,6466,Vinchina - Los Palacios -RN 40,,101,sat2,-29.3488888888889,-68.2411111111111,2024-09-16T20:00:00,2026-08-30T16:00:00
43134,6467,Malargue - La Barda,,2,sat2,-35.5527777777778,-69.6825,2025-11-27T12:00:00,2026-08-30T16:00:00
37852,6469,Vipos - Toma Obras Sanitarias,,39,sat2,-26.4775,-65.3163888888889,2024-09-14T00:00:00,2026-08-29T00:00:00
37867,6478,Turbio - Turbio Viejo,,39,sat2,-51.6808333333333,-72.0783333333333,2024-09-18T00:00:00,2026-08-29T00:00:00
38501,6478,Turbio - Turbio Viejo,,101,sat2,-51.6808333333333,-72.0783333333333,2024-09-18T04:00:00,2026-08-30T16:00:00
38577,6479,El Tala - El Brete,,101,sat2,-26.0658333333333,-65.3411111111111,2024-09-16T20:00:00,2026-08-30T16:00:00
37868,6480,Canal - Jume Esquina,,39,sat2,-27.6966666666667,-63.9333333333333,2024-09-14T00:00:00,2026-08-29T00:00:00
38502,6480,Canal - Jume Esquina,,101,sat2,-27.6966666666667,-63.9333333333333,2024-09-16T20:00:00,2026-08-30T16:00:00
37944,6481,Grande - Ruta Provincia Nº 9,,39,sat2,-32.9019444444444,-66.1055555555556,2024-09-14T00:00:00,2026-08-29T00:00:00
38556,6481,Grande - Ruta Provincia Nº 9,,101,sat2,-32.9019444444444,-66.1055555555556,2024-09-16T20:00:00,2026-08-30T16:00:00
38003,6483,Desaguadero - Salto de la Tosc,,39,sat2,-34.0869444444444,-66.71,2024-09-14T00:00:00,2026-08-29T00:00:00
38602,6483,Desaguadero - Salto de la Tosc,,101,sat2,-34.0869444444444,-66.71,2024-09-16T20:00:00,2026-08-30T16:00:00
38530,6490,Arrayanes - Lago Verde,,101,sat2,-42.7436111111111,-71.7430555555556,2025-06-17T20:00:00,2025-06-18T08:00:00
37910,6495,ZPrueba_INA_13882,,39,sat2,-34.5,-58.3333333333333,,
44940,6500,Senguerr -Pte. Cno. Buen Pasto,,2,sat2,-45.5644444444444,-69.0672222222222,2026-07-20T02:00:00,2026-08-30T21:00:00
38091,6505,Chico - RN Nº157 Monteagudo,,39,sat2,-27.5211111111111,-65.2663888888889,2024-09-14T00:00:00,2026-08-29T00:00:00
37941,6507,Neuquén - Chos Malal -RN40,,39,sat2,-37.4063888888889,-70.2291666666667,2024-09-14T00:00:00,2026-08-29T00:00:00
38533,6508,Paraná - Puerto Rico,,101,sat2,-26.7916666666667,-55.025,2024-09-16T20:00:00,2026-08-30T16:00:00
37942,6511,Paraguay - Las Palmas,,39,sat2,-27.1180555555556,-58.6427777777778,2024-09-14T00:00:00,2026-08-29T00:00:00
38554,6511,Paraguay - Las Palmas,,101,sat2,-27.1180555555556,-58.6427777777778,2024-09-16T20:00:00,2026-08-30T16:00:00
38063,6513,Aº Calbuco - S.M. de Los Andes,,39,sat2,-40.1469444444444,-71.3266666666667,2024-09-14T00:00:00,2025-04-27T00:00:00
38641,6513,Aº Calbuco - S.M. de Los Andes,,101,sat2,-40.1469444444444,-71.3266666666667,2024-09-16T20:00:00,2025-04-27T04:00:00
37924,6516,Vizcachas - Cerro Palique,,39,sat2,-50.9961111111111,-72.1063888888889,2024-09-14T00:00:00,2026-08-29T00:00:00
38539,6516,Vizcachas - Cerro Palique,,101,sat2,-50.9961111111111,-72.1063888888889,2024-09-16T20:00:00,2026-08-30T16:00:00
38111,6518,Atuel - La Puntilla,,39,sat2,-36.2413888888889,-67.1866666666667,2024-09-14T00:00:00,2026-08-29T00:00:00
38669,6518,Atuel - La Puntilla,,101,sat2,-36.2413888888889,-67.1866666666667,2024-09-16T20:00:00,2026-08-30T12:00:00
38659,6519,Aº Trabunco -S.M. de Los Andes,,101,sat2,-40.1530555555556,-71.3347222222222,2024-09-16T20:00:00,2026-08-30T16:00:00
38632,6522,Pepirí Guazú-Pte.Int.P.Rosales,,101,sat2,-26.6133333333333,-53.7347222222222,2024-09-16T20:00:00,2026-08-30T00:00:00
37885,6523,Laguna El Uncal - AM20,,39,sat2,-36.6852777777778,-67.1,2025-04-27T00:00:00,2026-08-29T00:00:00
38033,6528,Desaguadero - El Encón,,39,sat2,-32.2247222222222,-67.8069444444444,2024-09-14T00:00:00,2024-11-27T00:00:00
38093,6529,L. Lacar - S.M. de Los Andes,,39,sat2,-40.1616666666667,-71.3586111111111,2024-09-14T00:00:00,2026-07-30T00:00:00
37914,6532,Manso - Los Alerces HID,,39,sat2,-41.3736111111111,-71.7458333333333,2026-03-03T00:00:00,2026-03-03T00:00:00
38002,6533,Gallegos Chico - Bella Vista,,39,sat2,-51.865,-70.5616666666667,2024-09-18T00:00:00,2026-08-29T00:00:00
38601,6533,Gallegos Chico - Bella Vista,,101,sat2,-51.865,-70.5616666666667,2024-09-18T16:00:00,2026-08-30T00:00:00
38555,6534,San Juan - Km 101 LIM,,101,sat2,-31.2522222222222,-69.1775,2024-09-16T20:00:00,2026-08-30T16:00:00
38034,6535,Chico - Ruta Nac. Nº 3,,39,sat2,-49.7769444444444,-68.6405555555556,2024-09-14T00:00:00,2026-08-29T00:00:00
38621,6535,Chico - Ruta Nac. Nº 3,,101,sat2,-49.7769444444444,-68.6405555555556,2024-09-16T20:00:00,2026-08-30T16:00:00
37892,6539,Ventisquero Negro - Lago Manso,,39,sat2,-41.2016666666667,-71.8333333333333,2024-09-14T00:00:00,2026-08-28T00:00:00
38518,6540,Salado - Icaño,,101,sat2,-28.6152777777778,-62.7786111111111,2024-09-16T20:00:00,2026-08-30T12:00:00
38521,6544,Areco - Carmen de Areco,,101,sat2,-34.3519444444444,-59.8169444444444,2024-09-16T20:00:00,2026-08-30T12:00:00
37917,6548,Bermejo - Aguas Blancas LIM,,39,sat2,-22.7263888888889,-64.3691666666667,2024-09-14T00:00:00,2026-08-29T00:00:00
37928,6549,Juramento - El Tunal,,39,sat2,-25.2497222222222,-64.3902777777778,2024-09-14T00:00:00,2026-08-29T00:00:00
38133,6553,Bañado La Estrella - RP Nº28,,39,sat2,-24.4086111111111,-60.3341666666667,2024-09-17T00:00:00,2026-08-29T00:00:00
38112,6555,Santa Maria - Pie de Medano,,39,sat2,-26.9955555555556,-66.2175,2024-09-14T00:00:00,2026-08-29T00:00:00
38670,6555,Santa Maria - Pie de Medano,,101,sat2,-26.9955555555556,-66.2175,2024-09-16T20:00:00,2026-08-30T16:00:00
33909,6556,Pilcomayo - Tigra Norte,,2,sat2,-23.1397222222222,-61.9638888888889,,
37921,6560,ZPrueba_INA_21ra_GSM_13888,,39,sat2,-34.3333333333333,-58.3333333333333,,
37893,6569,Paraná - Goya,,39,sat2,-29.165,-59.3283333333333,2025-03-17T00:00:00,2026-08-29T00:00:00
38036,6570,Chubut - Trelew,,39,sat2,-43.2761111111111,-65.2733333333333,2024-09-14T00:00:00,2026-08-29T00:00:00
38067,6574,Sierra Grande - Aeródromo,,39,sat2,-41.5916666666667,-65.3433333333333,,
38008,6575,Chimiray - Colonia Liebig,,39,sat2,-27.9122222222222,-55.8177777777778,2024-12-13T00:00:00,2026-07-02T00:00:00
38604,6575,Chimiray - Colonia Liebig,,101,sat2,-27.9122222222222,-55.8177777777778,2024-12-13T16:00:00,2026-07-02T20:00:00
38580,6577,Las Conchas - Coropampa,,101,sat2,-25.5091666666667,-65.5238888888889,2024-09-16T20:00:00,2026-08-30T16:00:00
37948,6579,Yabebiry - Colonia Martires,,39,sat2,-27.4011111111111,-55.335,,
37956,6582,Senguerr - Los Molinos,,39,sat2,-45.9861111111111,-69.475,2024-09-17T00:00:00,2026-08-29T00:00:00
38565,6582,Senguerr - Los Molinos,,101,sat2,-45.9861111111111,-69.475,2024-09-17T16:00:00,2026-08-30T16:00:00
38589,6586,Metán - Desembocadura,,101,sat2,-25.3933333333333,-64.5922222222222,2024-09-16T20:00:00,2026-08-30T16:00:00
37976,6587,Uruguay - Santo Tomé,,39,sat2,-28.545,-56.0288888888889,2024-09-19T00:00:00,2026-08-29T00:00:00
38581,6587,Uruguay - Santo Tomé,,101,sat2,-28.545,-56.0288888888889,2024-09-18T16:00:00,2026-08-30T16:00:00
37926,6591,Lago Vinter - Vinter,,39,sat2,-43.9194444444444,-71.4283333333333,2025-01-22T00:00:00,2026-08-29T00:00:00
38068,6593,Negro - Primera Angostura,,39,sat2,-40.4555555555556,-63.7897222222222,2024-09-14T00:00:00,2026-08-29T00:00:00
38645,6593,Negro - Primera Angostura,,101,sat2,-40.4555555555556,-63.7897222222222,2024-09-17T12:00:00,2026-08-30T16:00:00
